city,city_ascii,state_id,state_name,county_fips,zips
Paddock Lake,Paddock Lake,WI,Wisconsin,55059,53168
Greenleaf,Greenleaf,WI,Wisconsin,55009,54126
Mackville,Mackville,WI,Wisconsin,55087,54913
Marquette,Marquette,WI,Wisconsin,55047,53946 53947
Little Chute,Little Chute,WI,Wisconsin,55087,54140 54130 54913 54911
Baldwin,Baldwin,WI,Wisconsin,55109,54002
Omro,Omro,WI,Wisconsin,55139,54963
Green Valley,Green Valley,WI,Wisconsin,55115,54154 54127
Mountain,Mountain,WI,Wisconsin,55083,54149
Rio Creek,Rio Creek,WI,Wisconsin,55061,54201
Symco,Symco,WI,Wisconsin,55135,54949
Neshkoro,Neshkoro,WI,Wisconsin,55077,54960
Thornton,Thornton,WI,Wisconsin,55115,54166
Mount Pleasant,Mount Pleasant,WI,Wisconsin,55101,53405 53406 53403 53177
Mindoro,Mindoro,WI,Wisconsin,55063,54644
Canton,Canton,WI,Wisconsin,55005,54868
Johnsburg,Johnsburg,WI,Wisconsin,55039,53049
Eleva,Eleva,WI,Wisconsin,55121,54738
Johnstown Center,Johnstown Center,WI,Wisconsin,55105,53190
Black Earth,Black Earth,WI,Wisconsin,55025,53515
Dale,Dale,WI,Wisconsin,55087,54944 54931
Shorewood,Shorewood,WI,Wisconsin,55079,53211
Columbus,Columbus,WI,Wisconsin,55021,53925
Buena Vista,Buena Vista,WI,Wisconsin,55133,53072
Danbury,Danbury,WI,Wisconsin,55013,54830
Seymour,Seymour,WI,Wisconsin,55087,54165
Kieler,Kieler,WI,Wisconsin,55043,53807 53812
Biron,Biron,WI,Wisconsin,55141,54475 54494
Phlox,Phlox,WI,Wisconsin,55067,54409
Fox Crossing,Fox Crossing,WI,Wisconsin,55139,54956
Packwaukee,Packwaukee,WI,Wisconsin,55077,53953 53949
Eastman,Eastman,WI,Wisconsin,55023,54626
Junction City,Junction City,WI,Wisconsin,55097,54443
Avoca,Avoca,WI,Wisconsin,55049,53506
Gillett,Gillett,WI,Wisconsin,55083,54124
Manitowish,Manitowish,WI,Wisconsin,55051,54547
Greenbush,Greenbush,WI,Wisconsin,55117,53023
Rudolph,Rudolph,WI,Wisconsin,55141,54475
Withee,Withee,WI,Wisconsin,55019,54498
Adams,Adams,WI,Wisconsin,55001,53910
Gratiot,Gratiot,WI,Wisconsin,55065,53541
Denmark,Denmark,WI,Wisconsin,55009,54208
Beloit,Beloit,WI,Wisconsin,55105,53511 53512
Melvina,Melvina,WI,Wisconsin,55081,54619
Wilmot,Wilmot,WI,Wisconsin,55059,53181 53192 53105
Genoa,Genoa,WI,Wisconsin,55123,54632
Montreal,Montreal,WI,Wisconsin,55051,54525 54550 54534
Wanderoos,Wanderoos,WI,Wisconsin,55095,54001
Monterey,Monterey,WI,Wisconsin,55133,53066
Plainville,Plainville,WI,Wisconsin,55001,53965
Mount Zion,Mount Zion,WI,Wisconsin,55023,53805
Greenfield,Greenfield,WI,Wisconsin,55079,53221 53220 53228
Fredonia,Fredonia,WI,Wisconsin,55089,53004 53021
Saint Cloud,Saint Cloud,WI,Wisconsin,55039,53079
Greendale,Greendale,WI,Wisconsin,55079,53129
Trego,Trego,WI,Wisconsin,55129,54888
Brill,Brill,WI,Wisconsin,55005,54868
Spooner,Spooner,WI,Wisconsin,55129,54801
Brodhead,Brodhead,WI,Wisconsin,55045,53520
Carlsville,Carlsville,WI,Wisconsin,55029,54235
Browns Lake,Browns Lake,WI,Wisconsin,55101,53105
Turtle Lake,Turtle Lake,WI,Wisconsin,55005,54889
La Farge,La Farge,WI,Wisconsin,55123,54639
Utica,Utica,WI,Wisconsin,55133,53066
Sharon,Sharon,WI,Wisconsin,55127,53585
Owen,Owen,WI,Wisconsin,55019,54460 54498
Poy Sippi,Poy Sippi,WI,Wisconsin,55137,54967
Forestville,Forestville,WI,Wisconsin,55029,54213
Arkdale,Arkdale,WI,Wisconsin,55001,54613
Suamico,Suamico,WI,Wisconsin,55009,54173 54313
Pewaukee,Pewaukee,WI,Wisconsin,55133,53072
Park Falls,Park Falls,WI,Wisconsin,55099,54552
Plainfield,Plainfield,WI,Wisconsin,55137,54966
Edmund,Edmund,WI,Wisconsin,55049,53533
Mount Tabor,Mount Tabor,WI,Wisconsin,55123,54634
Deerbrook,Deerbrook,WI,Wisconsin,55067,54424
Bay City,Bay City,WI,Wisconsin,55093,54723
Coleman,Coleman,WI,Wisconsin,55075,54112
Fond du Lac,Fond du Lac,WI,Wisconsin,55039,54937 54935 54936
Eagle,Eagle,WI,Wisconsin,55133,53119
Hartland,Hartland,WI,Wisconsin,55133,53029
Lakewood,Lakewood,WI,Wisconsin,55083,54138
Saint Nazianz,Saint Nazianz,WI,Wisconsin,55071,54232
Lake Nebagamon,Lake Nebagamon,WI,Wisconsin,55031,54849
Taycheedah,Taycheedah,WI,Wisconsin,55039,54937 54935
Clayton,Clayton,WI,Wisconsin,55095,54004
Edgerton,Edgerton,WI,Wisconsin,55105,53534
Hartford,Hartford,WI,Wisconsin,55131,53027
Cedar Grove,Cedar Grove,WI,Wisconsin,55117,53013
Langes Corners,Langes Corners,WI,Wisconsin,55009,54208
Hilbert,Hilbert,WI,Wisconsin,55015,54129
Elkhorn,Elkhorn,WI,Wisconsin,55127,53121
Lake Koshkonong,Lake Koshkonong,WI,Wisconsin,55055,53563 53538
Hanover,Hanover,WI,Wisconsin,55105,53576 53548
Valton,Valton,WI,Wisconsin,55111,53968
Siren,Siren,WI,Wisconsin,55013,54872
Van Buskirk,Van Buskirk,WI,Wisconsin,55051,54534
Newry,Newry,WI,Wisconsin,55123,54667
Rhinelander,Rhinelander,WI,Wisconsin,55085,54501
Nelsonville,Nelsonville,WI,Wisconsin,55097,54407 54458
Cazenovia,Cazenovia,WI,Wisconsin,55103,53924
Glen Haven,Glen Haven,WI,Wisconsin,55043,53810
Williams Bay,Williams Bay,WI,Wisconsin,55127,53191
Tainter Lake,Tainter Lake,WI,Wisconsin,55033,54751 54730
Baraboo,Baraboo,WI,Wisconsin,55111,53913
Wild Rose,Wild Rose,WI,Wisconsin,55137,54984
Lampson,Lampson,WI,Wisconsin,55129,54888
Wabeno,Wabeno,WI,Wisconsin,55041,54566
Bell Center,Bell Center,WI,Wisconsin,55023,54631
Peshtigo,Peshtigo,WI,Wisconsin,55075,54157
Plover,Plover,WI,Wisconsin,55097,54467 54492
Briggsville,Briggsville,WI,Wisconsin,55077,53920
Benoit,Benoit,WI,Wisconsin,55007,54856
Rozellville,Rozellville,WI,Wisconsin,55073,54484
Chaseburg,Chaseburg,WI,Wisconsin,55123,54621
Waukau,Waukau,WI,Wisconsin,55139,54964 54963 54980
Sobieski,Sobieski,WI,Wisconsin,55083,54171 54141
Connorsville,Connorsville,WI,Wisconsin,55033,54734
Janesville,Janesville,WI,Wisconsin,55105,53545 53546 53548 53547
Lake Shangrila,Lake Shangrila,WI,Wisconsin,55059,53104
Lake Wazeecha,Lake Wazeecha,WI,Wisconsin,55141,54494
Hustler,Hustler,WI,Wisconsin,55057,54637 54618
Brackett,Brackett,WI,Wisconsin,55035,54742
Necedah,Necedah,WI,Wisconsin,55057,54646
Sayner,Sayner,WI,Wisconsin,55125,54560
Dunbar,Dunbar,WI,Wisconsin,55075,54119
Norwalk,Norwalk,WI,Wisconsin,55081,54648
Arlington,Arlington,WI,Wisconsin,55021,53911
Land O' Lakes,Land O' Lakes,WI,Wisconsin,55125,54540
Twin Lakes,Twin Lakes,WI,Wisconsin,55059,53181
Marinette,Marinette,WI,Wisconsin,55075,54143
Milltown,Milltown,WI,Wisconsin,55095,54858
New Lisbon,New Lisbon,WI,Wisconsin,55057,53950
Phillips,Phillips,WI,Wisconsin,55099,54555
Wilson,Wilson,WI,Wisconsin,55109,54027
Ontario,Ontario,WI,Wisconsin,55123,54651
Warrens,Warrens,WI,Wisconsin,55081,54666
Pleasant Prairie,Pleasant Prairie,WI,Wisconsin,55059,53142 53158
Blueberry,Blueberry,WI,Wisconsin,55031,54854
Lodi,Lodi,WI,Wisconsin,55021,53555
Maplewood,Maplewood,WI,Wisconsin,55029,54235
Irma,Irma,WI,Wisconsin,55069,54442
Muskego,Muskego,WI,Wisconsin,55133,53150
Manitowoc,Manitowoc,WI,Wisconsin,55071,54220
Suring,Suring,WI,Wisconsin,55083,54174
Frederic,Frederic,WI,Wisconsin,55095,54837
Brooks,Brooks,WI,Wisconsin,55001,53952
Kronenwetter,Kronenwetter,WI,Wisconsin,55073,54455
Nichols,Nichols,WI,Wisconsin,55087,54106 54152
Emerald,Emerald,WI,Wisconsin,55109,54013
Little Rapids,Little Rapids,WI,Wisconsin,55009,54115
Centuria,Centuria,WI,Wisconsin,55095,54824
Alderley,Alderley,WI,Wisconsin,55027,53066
Lake Hallie,Lake Hallie,WI,Wisconsin,55017,54729 54703
Haven,Haven,WI,Wisconsin,55117,53083
Wyocena,Wyocena,WI,Wisconsin,55021,53954 53960 53969
Rosendale,Rosendale,WI,Wisconsin,55039,54974
Stone Lake,Stone Lake,WI,Wisconsin,55113,54876
Ladysmith,Ladysmith,WI,Wisconsin,55107,54848
Birchwood,Birchwood,WI,Wisconsin,55129,54817
Augusta,Augusta,WI,Wisconsin,55035,54722
Oxford,Oxford,WI,Wisconsin,55077,53952
Rome,Rome,WI,Wisconsin,55055,53137 53178
Gordon,Gordon,WI,Wisconsin,55031,54838
Kenosha,Kenosha,WI,Wisconsin,55059,53144 53140 53142 53143 53141
Gagen,Gagen,WI,Wisconsin,55085,54501
Webster,Webster,WI,Wisconsin,55013,54893
Cavour,Cavour,WI,Wisconsin,55041,54511
Union Center,Union Center,WI,Wisconsin,55057,53968 53962
Doering,Doering,WI,Wisconsin,55069,54435
Slinger,Slinger,WI,Wisconsin,55131,53086
Pardeeville,Pardeeville,WI,Wisconsin,55021,53954
Argyle,Argyle,WI,Wisconsin,55065,53504
Balsam Lake,Balsam Lake,WI,Wisconsin,55095,54810
Granton,Granton,WI,Wisconsin,55019,54436
Wauzeka,Wauzeka,WI,Wisconsin,55023,53826
Hager City,Hager City,WI,Wisconsin,55093,54014
Bancroft,Bancroft,WI,Wisconsin,55097,54921
Abbotsford,Abbotsford,WI,Wisconsin,55019,54405 54421
Holcombe,Holcombe,WI,Wisconsin,55017,54745
Waumandee,Waumandee,WI,Wisconsin,55011,54622
McNaughton,McNaughton,WI,Wisconsin,55085,54501
Hixton,Hixton,WI,Wisconsin,55053,54635
Stanley,Stanley,WI,Wisconsin,55017,54768
Wiota,Wiota,WI,Wisconsin,55065,53541 53504 53587
Darien,Darien,WI,Wisconsin,55127,53114
Germania,Germania,WI,Wisconsin,55077,54960
Elton,Elton,WI,Wisconsin,55067,54418
Elroy,Elroy,WI,Wisconsin,55057,53929
Lake Tomahawk,Lake Tomahawk,WI,Wisconsin,55085,54539
Wheeler,Wheeler,WI,Wisconsin,55033,54772
Long Lake,Long Lake,WI,Wisconsin,55037,54542
Willard,Willard,WI,Wisconsin,55019,54493
Tripoli,Tripoli,WI,Wisconsin,55069,54564
Yellow Lake,Yellow Lake,WI,Wisconsin,55013,54830
Jefferson,Jefferson,WI,Wisconsin,55055,53549
Hales Corners,Hales Corners,WI,Wisconsin,55079,53130
Superior Village,Superior Village,WI,Wisconsin,55031,54880
Peru,Peru,WI,Wisconsin,55097,54407
Elmwood Park,Elmwood Park,WI,Wisconsin,55101,53405
Caroline,Caroline,WI,Wisconsin,55115,54928
Wittenberg,Wittenberg,WI,Wisconsin,55115,54499
Dresser,Dresser,WI,Wisconsin,55095,54024 54009
Evergreen,Evergreen,WI,Wisconsin,55073,54455
Theresa,Theresa,WI,Wisconsin,55027,53091
Woodman,Woodman,WI,Wisconsin,55043,53827 53805
Reedsville,Reedsville,WI,Wisconsin,55071,54230
Dorchester,Dorchester,WI,Wisconsin,55019,54425
Sussex,Sussex,WI,Wisconsin,55133,53089
Lac La Belle,Lac La Belle,WI,Wisconsin,55133,53066 53036
Wind Point,Wind Point,WI,Wisconsin,55101,53402
Union Grove,Union Grove,WI,Wisconsin,55101,53182
New Franken,New Franken,WI,Wisconsin,55009,54229
Upson,Upson,WI,Wisconsin,55051,54565
Mukwonago,Mukwonago,WI,Wisconsin,55133,53149 53120
Joel,Joel,WI,Wisconsin,55095,54001
Lake Ripley,Lake Ripley,WI,Wisconsin,55055,53523
Juda,Juda,WI,Wisconsin,55045,53550
Watertown,Watertown,WI,Wisconsin,55055,53098 53094
Ripon,Ripon,WI,Wisconsin,55039,54971
Woodford,Woodford,WI,Wisconsin,55065,53599
Hollister,Hollister,WI,Wisconsin,55067,54491
Westfield,Westfield,WI,Wisconsin,55077,53964
Green Lake,Green Lake,WI,Wisconsin,55047,54941
Lac du Flambeau,Lac du Flambeau,WI,Wisconsin,55125,54538
Bloomer,Bloomer,WI,Wisconsin,55017,54724
New Glarus,New Glarus,WI,Wisconsin,55045,53574
Cambridge,Cambridge,WI,Wisconsin,55055,53523
Clinton,Clinton,WI,Wisconsin,55105,53525
Egg Harbor,Egg Harbor,WI,Wisconsin,55029,54209
Rewey,Rewey,WI,Wisconsin,55049,53580
Onalaska,Onalaska,WI,Wisconsin,55063,54650
Dayton,Dayton,WI,Wisconsin,55045,53508
Batavia,Batavia,WI,Wisconsin,55117,53001
North Bay,North Bay,WI,Wisconsin,55101,53402
Grantsburg,Grantsburg,WI,Wisconsin,55013,54840
Middleton,Middleton,WI,Wisconsin,55025,53562
Winneconne,Winneconne,WI,Wisconsin,55139,54986
Blanchardville,Blanchardville,WI,Wisconsin,55065,53516
Butternut,Butternut,WI,Wisconsin,55003,54514
Amery,Amery,WI,Wisconsin,55095,54001
Allenville,Allenville,WI,Wisconsin,55139,54904
Newburg,Newburg,WI,Wisconsin,55131,53090 53095 53060
Keshena,Keshena,WI,Wisconsin,55078,54135
Gilman,Gilman,WI,Wisconsin,55119,54433
Herbster,Herbster,WI,Wisconsin,55007,54844
Ashland,Ashland,WI,Wisconsin,55003,54806
Curtiss,Curtiss,WI,Wisconsin,55019,54422
Bethesda,Bethesda,WI,Wisconsin,55133,53189
Waterford,Waterford,WI,Wisconsin,55101,53185
Rochester,Rochester,WI,Wisconsin,55101,53167 53105 53138
Hatley,Hatley,WI,Wisconsin,55073,54440
Ogema,Ogema,WI,Wisconsin,55099,54459
Orfordville,Orfordville,WI,Wisconsin,55105,53576
Delavan,Delavan,WI,Wisconsin,55127,53115
Deerfield,Deerfield,WI,Wisconsin,55025,53531
Gays Mills,Gays Mills,WI,Wisconsin,55023,54631
Sparta,Sparta,WI,Wisconsin,55081,54656
Crandon,Crandon,WI,Wisconsin,55041,54520
De Forest,De Forest,WI,Wisconsin,55025,53598 53532
Medina,Medina,WI,Wisconsin,55087,54944
Gilmanton,Gilmanton,WI,Wisconsin,55011,54755 54743
Wilton,Wilton,WI,Wisconsin,55081,54670
Belgium,Belgium,WI,Wisconsin,55089,53004
White Lake,White Lake,WI,Wisconsin,55067,54491
Boardman,Boardman,WI,Wisconsin,55109,54017
De Soto,De Soto,WI,Wisconsin,55023,54624
Laona,Laona,WI,Wisconsin,55041,54541
La Crosse,La Crosse,WI,Wisconsin,55063,54601 54603 54602
Hobart,Hobart,WI,Wisconsin,55009,54313 54155 54115
Millston,Millston,WI,Wisconsin,55053,54643 54615
Burnett,Burnett,WI,Wisconsin,55027,53922
Little Round Lake,Little Round Lake,WI,Wisconsin,55113,54843
Carter,Carter,WI,Wisconsin,55041,54566
Northport,Northport,WI,Wisconsin,55135,54961
Whitewater,Whitewater,WI,Wisconsin,55127,53190
Pound,Pound,WI,Wisconsin,55075,54161
Woodville,Woodville,WI,Wisconsin,55109,54028
Horicon,Horicon,WI,Wisconsin,55027,53032
Sister Bay,Sister Bay,WI,Wisconsin,55029,54234
Stevens Point,Stevens Point,WI,Wisconsin,55097,54481 54482
Chenequa,Chenequa,WI,Wisconsin,55133,53058 53029
Vaudreuil,Vaudreuil,WI,Wisconsin,55053,54615
West Bloomfield,West Bloomfield,WI,Wisconsin,55137,54983
Helenville,Helenville,WI,Wisconsin,55055,53137
Sandy Hook,Sandy Hook,WI,Wisconsin,55043,53811
Cecil,Cecil,WI,Wisconsin,55115,54111
Kewaunee,Kewaunee,WI,Wisconsin,55061,54216
Neopit,Neopit,WI,Wisconsin,55078,54150
Hines,Hines,WI,Wisconsin,55031,54874
Oliver,Oliver,WI,Wisconsin,55031,54880
Prairie du Chien,Prairie du Chien,WI,Wisconsin,55023,53821
Martinsville,Martinsville,WI,Wisconsin,55025,53528
Tigerton,Tigerton,WI,Wisconsin,55115,54486
Clear Lake,Clear Lake,WI,Wisconsin,55095,54005
River Hills,River Hills,WI,Wisconsin,55079,53217
Kimberly,Kimberly,WI,Wisconsin,55087,54136 54915
Goodman,Goodman,WI,Wisconsin,55075,54125
Harshaw,Harshaw,WI,Wisconsin,55085,54529
Sun Prairie,Sun Prairie,WI,Wisconsin,55025,53590 53596
Big Bend,Big Bend,WI,Wisconsin,55133,53189 53103
Ephraim,Ephraim,WI,Wisconsin,55029,54211
Prairie du Sac,Prairie du Sac,WI,Wisconsin,55111,53578
Oshkosh,Oshkosh,WI,Wisconsin,55139,54985 54904 54901 54902 54903 54906
Edgewood,Edgewood,WI,Wisconsin,55133,53072
Evansville,Evansville,WI,Wisconsin,55105,53536
Marengo,Marengo,WI,Wisconsin,55003,54855
Marshfield,Marshfield,WI,Wisconsin,55141,54449 54404 54472
Ingram,Ingram,WI,Wisconsin,55107,54526
Potter Lake,Potter Lake,WI,Wisconsin,55127,53120
Winnebago,Winnebago,WI,Wisconsin,55139,54901
Grafton,Grafton,WI,Wisconsin,55089,53024
Casco,Casco,WI,Wisconsin,55061,54205
Cudahy,Cudahy,WI,Wisconsin,55079,53110
Elderon,Elderon,WI,Wisconsin,55073,54427 54499 54429
Sheboygan,Sheboygan,WI,Wisconsin,55117,53083 53081
Bloom City,Bloom City,WI,Wisconsin,55103,53581
Stitzer,Stitzer,WI,Wisconsin,55043,53825
Caledonia,Caledonia,WI,Wisconsin,55101,53405 53404 53406 53402 53126 53108
Little Sturgeon,Little Sturgeon,WI,Wisconsin,55029,54235
Clearwater Lake,Clearwater Lake,WI,Wisconsin,55085,54521
Black Creek,Black Creek,WI,Wisconsin,55087,54106
Kennan,Kennan,WI,Wisconsin,55099,54537
Dellwood,Dellwood,WI,Wisconsin,55001,53934 54613
Saint Croix Falls,Saint Croix Falls,WI,Wisconsin,55095,54024
Ellison Bay,Ellison Bay,WI,Wisconsin,55029,54210
East Troy,East Troy,WI,Wisconsin,55127,53120
Wautoma,Wautoma,WI,Wisconsin,55137,54982
Benton,Benton,WI,Wisconsin,55065,53803
Loyal,Loyal,WI,Wisconsin,55019,54446
Eagleton,Eagleton,WI,Wisconsin,55017,54724
Thorp,Thorp,WI,Wisconsin,55019,54771
Cutler,Cutler,WI,Wisconsin,55057,54618
Menomonee Falls,Menomonee Falls,WI,Wisconsin,55133,53051 53052
Leland,Leland,WI,Wisconsin,55111,53951
Rock Springs,Rock Springs,WI,Wisconsin,55111,53961
Luck,Luck,WI,Wisconsin,55095,54853
Rothschild,Rothschild,WI,Wisconsin,55073,54474 54476
Riplinger,Riplinger,WI,Wisconsin,55019,54479
Fall River,Fall River,WI,Wisconsin,55021,53932
Lewis,Lewis,WI,Wisconsin,55095,54837
Kingston,Kingston,WI,Wisconsin,55047,53939 53946 53926
Fennimore,Fennimore,WI,Wisconsin,55043,53809
Weston,Weston,WI,Wisconsin,55073,54476
Mayville,Mayville,WI,Wisconsin,55027,53050
Iron Belt,Iron Belt,WI,Wisconsin,55051,54536
Marathon,Marathon,WI,Wisconsin,55073,54448
Amherst Junction,Amherst Junction,WI,Wisconsin,55097,54407
Germantown,Germantown,WI,Wisconsin,55131,53076 53022
Menominee,Menominee,WI,Wisconsin,55033,54751
Boyceville,Boyceville,WI,Wisconsin,55033,54725
Ellsworth,Ellsworth,WI,Wisconsin,55093,54010 54011
Steuben,Steuben,WI,Wisconsin,55023,54657
Brillion,Brillion,WI,Wisconsin,55015,54110
New London,New London,WI,Wisconsin,55135,54961
Hammond,Hammond,WI,Wisconsin,55109,54015
Reedsburg,Reedsburg,WI,Wisconsin,55111,53959 53958
Elkhart Lake,Elkhart Lake,WI,Wisconsin,55117,53020
North Hudson,North Hudson,WI,Wisconsin,55109,54016
Tichigan,Tichigan,WI,Wisconsin,55101,53185
Port Washington,Port Washington,WI,Wisconsin,55089,53074 53024
Doylestown,Doylestown,WI,Wisconsin,55021,53960 53928 53925
Middle Village,Middle Village,WI,Wisconsin,55078,54150 54135
Fairwater,Fairwater,WI,Wisconsin,55039,53931 53919
Drummond,Drummond,WI,Wisconsin,55007,54832
Maiden Rock,Maiden Rock,WI,Wisconsin,55093,54750
Sullivan,Sullivan,WI,Wisconsin,55055,53178
Genesee Depot,Genesee Depot,WI,Wisconsin,55133,53189
Independence,Independence,WI,Wisconsin,55121,54747 54612
Kiel,Kiel,WI,Wisconsin,55071,53042
Westby,Westby,WI,Wisconsin,55123,54667
Mount Horeb,Mount Horeb,WI,Wisconsin,55025,53572
Lake Wisconsin,Lake Wisconsin,WI,Wisconsin,55021,53955 53555
Random Lake,Random Lake,WI,Wisconsin,55117,53075
Whitelaw,Whitelaw,WI,Wisconsin,55071,54247
Rib Mountain,Rib Mountain,WI,Wisconsin,55073,54401
Forest Junction,Forest Junction,WI,Wisconsin,55015,54110 54123 54129
West Milwaukee,West Milwaukee,WI,Wisconsin,55079,53219 53214 53215 53234
Liberty Pole,Liberty Pole,WI,Wisconsin,55123,54665
Camp Douglas,Camp Douglas,WI,Wisconsin,55057,54618
Tomahawk,Tomahawk,WI,Wisconsin,55069,54487
Dodgeville,Dodgeville,WI,Wisconsin,55049,53533 53595
Benderville,Benderville,WI,Wisconsin,55009,54311
Waubeka,Waubeka,WI,Wisconsin,55089,53080 53021
Navarino,Navarino,WI,Wisconsin,55115,54107
Clam Lake,Clam Lake,WI,Wisconsin,55003,54517
Trempealeau,Trempealeau,WI,Wisconsin,55121,54661
Loganville,Loganville,WI,Wisconsin,55111,53943
Sauk City,Sauk City,WI,Wisconsin,55111,53583
Fountain City,Fountain City,WI,Wisconsin,55011,54629
Sextonville,Sextonville,WI,Wisconsin,55103,53581 53556 53584
Pilsen,Pilsen,WI,Wisconsin,55061,54217
Oneida,Oneida,WI,Wisconsin,55009,54155
Legend Lake,Legend Lake,WI,Wisconsin,55078,54135 54124
Lomira,Lomira,WI,Wisconsin,55027,53048
Dickeyville,Dickeyville,WI,Wisconsin,55043,53808 53807
Fall Creek,Fall Creek,WI,Wisconsin,55035,54742
Mattoon,Mattoon,WI,Wisconsin,55115,54450
Shiocton,Shiocton,WI,Wisconsin,55087,54170
Namekagon,Namekagon,WI,Wisconsin,55007,54821
South Milwaukee,South Milwaukee,WI,Wisconsin,55079,53172
Astico,Astico,WI,Wisconsin,55027,53925
Rio,Rio,WI,Wisconsin,55021,53960
Menchalville,Menchalville,WI,Wisconsin,55071,54230
Elm Grove,Elm Grove,WI,Wisconsin,55133,53122
Marion,Marion,WI,Wisconsin,55135,54950
Darlington,Darlington,WI,Wisconsin,55065,53530
Daleyville,Daleyville,WI,Wisconsin,55025,53572
Dalton,Dalton,WI,Wisconsin,55047,53926
Johnson Creek,Johnson Creek,WI,Wisconsin,55055,53038 53094
Cadott,Cadott,WI,Wisconsin,55017,54727
Kekoskee,Kekoskee,WI,Wisconsin,55027,53050
Mondovi,Mondovi,WI,Wisconsin,55011,54755
Springbrook,Springbrook,WI,Wisconsin,55129,54875
Jackson,Jackson,WI,Wisconsin,55131,53037
Maribel,Maribel,WI,Wisconsin,55071,54227
Fontana,Fontana,WI,Wisconsin,55127,53125
Tisch Mills,Tisch Mills,WI,Wisconsin,55071,54208
Bayfield,Bayfield,WI,Wisconsin,55007,54814
Francis Creek,Francis Creek,WI,Wisconsin,55071,54247 54220 54214
Unity,Unity,WI,Wisconsin,55019,54488
Foster,Foster,WI,Wisconsin,55035,54758
Lohrville,Lohrville,WI,Wisconsin,55137,54970
Butler,Butler,WI,Wisconsin,55133,53007
Leyden,Leyden,WI,Wisconsin,55105,53548
Fenwood,Fenwood,WI,Wisconsin,55073,54426
Clintonville,Clintonville,WI,Wisconsin,55135,54929
Appleton,Appleton,WI,Wisconsin,55087,54914 54915 54913 54911 54912 54919
Linden,Linden,WI,Wisconsin,55049,53553
Boaz,Boaz,WI,Wisconsin,55103,53573 53581
La Valle,La Valle,WI,Wisconsin,55111,53941
Glen Flora,Glen Flora,WI,Wisconsin,55107,54526 54563
Diamond Bluff,Diamond Bluff,WI,Wisconsin,55093,54014
Blair,Blair,WI,Wisconsin,55121,54773 54659 54616
Shullsburg,Shullsburg,WI,Wisconsin,55065,53586
Oregon,Oregon,WI,Wisconsin,55025,53575
Brookfield,Brookfield,WI,Wisconsin,55133,53005 53045 53008
Walworth,Walworth,WI,Wisconsin,55127,53184
Boulder Junction,Boulder Junction,WI,Wisconsin,55125,54512
Berlin,Berlin,WI,Wisconsin,55047,54923
Cambria,Cambria,WI,Wisconsin,55021,53923
Chief Lake,Chief Lake,WI,Wisconsin,55113,54843 54828
West Salem,West Salem,WI,Wisconsin,55063,54669
Barneveld,Barneveld,WI,Wisconsin,55049,53507
Jim Falls,Jim Falls,WI,Wisconsin,55017,54748
Monticello,Monticello,WI,Wisconsin,55045,53570
King,King,WI,Wisconsin,55135,54946 54981
Soldiers Grove,Soldiers Grove,WI,Wisconsin,55023,54655
Franksville,Franksville,WI,Wisconsin,55101,53126
Spring Valley,Spring Valley,WI,Wisconsin,55093,54767
Ashippun,Ashippun,WI,Wisconsin,55027,53066 53036 53003
South Superior,South Superior,WI,Wisconsin,55031,54880
Edgar,Edgar,WI,Wisconsin,55073,54426
Cochrane,Cochrane,WI,Wisconsin,55011,54622
Dousman,Dousman,WI,Wisconsin,55133,53118
Chain O' Lakes,Chain O' Lakes,WI,Wisconsin,55135,54981
Nekoosa,Nekoosa,WI,Wisconsin,55141,54457
Hollandale,Hollandale,WI,Wisconsin,55049,53544
Dane,Dane,WI,Wisconsin,55025,53529
Cottage Grove,Cottage Grove,WI,Wisconsin,55025,53527
Friendship,Friendship,WI,Wisconsin,55001,53934
Borth,Borth,WI,Wisconsin,55137,54923
Cornucopia,Cornucopia,WI,Wisconsin,55007,54827
Krakow,Krakow,WI,Wisconsin,55115,54137
Cushing,Cushing,WI,Wisconsin,55095,54006
Arpin,Arpin,WI,Wisconsin,55141,54410
Adell,Adell,WI,Wisconsin,55117,53001
Stratford,Stratford,WI,Wisconsin,55073,54484
Glidden,Glidden,WI,Wisconsin,55003,54527
Vesper,Vesper,WI,Wisconsin,55141,54489
Stetsonville,Stetsonville,WI,Wisconsin,55119,54480
Tunnel City,Tunnel City,WI,Wisconsin,55081,54660
Lancaster,Lancaster,WI,Wisconsin,55043,53813
Saint Francis,Saint Francis,WI,Wisconsin,55079,53235
Reserve,Reserve,WI,Wisconsin,55113,54876 54828
Rockdale,Rockdale,WI,Wisconsin,55025,53523
Elcho,Elcho,WI,Wisconsin,55067,54428
Muscoda,Muscoda,WI,Wisconsin,55043,53573
Sheboygan Falls,Sheboygan Falls,WI,Wisconsin,55117,53085
Camp Lake,Camp Lake,WI,Wisconsin,55059,53168 53179 53109
Lake Delton,Lake Delton,WI,Wisconsin,55111,53913 53965 53940
Sherwood,Sherwood,WI,Wisconsin,55015,54952 54169
Argonne,Argonne,WI,Wisconsin,55041,54511
Solon Springs,Solon Springs,WI,Wisconsin,55031,54873
Cobb,Cobb,WI,Wisconsin,55049,53526
Leopolis,Leopolis,WI,Wisconsin,55115,54948
Eagle River,Eagle River,WI,Wisconsin,55125,54521
Prentice,Prentice,WI,Wisconsin,55099,54556
Lily,Lily,WI,Wisconsin,55067,54491
